Timestamp|Steering|SteeringSpeed|Throttle|Brake|SteeringSensor
1773312871.295998|||||15
1773312871.3961473|0.0|49920|0.0|0.0|15
1773312871.4963746|0.0|49920|0.0|0.0|15
1773312871.5966182|0.0|49920|0.0|0.0|15
1773312871.6968758|0.0|49920|0.0|0.0|15
1773312871.7971056|0.0|49920|0.0|0.0|15
1773312871.8972313|0.0|49920|0.0|0.0|15
1773312871.9973373|0.0|49920|0.0|0.0|15
1773312872.0974584|0.0|49920|0.0|0.0|15
1773312872.1975708|0.0|49920|0.0|0.0|15
1773312872.2978094|0.0|49920|0.0|0.0|15
1773312872.3979309|0.0|49920|0.0|0.0|15
1773312872.498047|0.0|49920|0.0|0.0|15
1773312872.5981753|0.0|49920|0.0|0.0|15
1773312872.6982787|0.0|49920|0.0|0.0|15
1773312872.7983856|0.0|49920|0.0|0.0|15
1773312872.898595|0.0|49920|0.0|0.0|15
1773312872.9987144|0.0|49920|0.0|0.0|15
1773312873.0989492|0.0|49920|0.0|0.0|15
1773312873.1990767|0.0|49920|0.0|0.0|15
1773312873.2991672|0.0|49920|0.0|0.0|15
1773312873.399325|0.0|49920|1.0|0.0|15
1773312873.4994524|0.0|49920|1.0|0.0|15
1773312873.5995739|0.0|49920|0.0|0.0|15
1773312873.6996803|0.0|49920|0.0|0.0|15
1773312873.7998013|0.0|49920|0.0|0.0|15
1773312873.9000092|0.0|49920|0.0|0.0|15
1773312874.000146|0.0|49920|0.0|0.0|15
1773312874.1002452|0.0|49920|0.0|0.0|15
1773312874.2003448|0.0|49920|1.0|0.0|15
1773312874.3004668|0.0|49920|1.0|0.0|15
1773312874.4005911|0.0|49920|0.6|0.0|15
1773312874.5007436|0.0|49920|0.0|0.0|15
1773312874.6008723|0.0|49920|0.0|0.0|15
1773312874.7010007|0.0|49920|0.0|0.0|15
1773312874.8012176|0.0|49920|0.0|0.0|16
1773312874.901333|0.0|49920|0.0|0.0|16
1773312875.001526|0.0|49920|0.0|0.0|16
1773312875.101664|0.0|49920|0.0|0.0|16
1773312875.2017965|0.0|49920|0.0|0.5|29
1773312875.301926|0.0|49920|0.0|1.0|28
1773312875.4020703|0.0|49920|0.0|1.0|8
1773312875.5021596|0.0|49920|0.0|1.0|0
1773312875.6022584|0.0|49920|0.0|0.3|-11
1773312875.702371|0.0|49920|0.0|0.0|-13
1773312875.8025026|0.0|49920|0.0|0.0|-14
1773312875.9026074|0.0|49920|0.02|0.0|-14
1773312876.0027332|0.0|49920|1.0|0.0|-13
1773312876.1028676|0.0|49920|0.78|0.0|-14
1773312876.202989|0.0|49920|0.0|0.0|-13
1773312876.3031735|0.0|49920|0.0|0.0|-13
1773312876.4033158|0.0|49920|0.0|0.0|-13
1773312876.5035713|0.0|49920|0.0|0.0|-13
1773312876.6038265|0.0|49920|0.0|0.0|-13
1773312876.704056|0.0|49920|0.0|0.0|-13
1773312876.8042195|0.0|49920|0.0|0.0|-13
1773312876.9043815|0.0|49920|0.0|0.0|-13
1773312877.0045218|0.0|49920|0.0|0.0|-14
1773312877.104639|0.0|49920|0.0|0.0|-13
1773312877.204753|0.0|49920|0.0|0.0|-13
1773312877.3048546|0.0|49920|0.0|0.0|-13
1773312877.4049547|0.0|49920|1.0|0.0|-13
1773312877.505069|0.0|49920|0.0|0.0|-13
1773312877.6051593|0.0|49920|0.0|0.0|-13
1773312877.7052612|0.0|49920|0.0|0.0|-13
1773312877.8053608|0.0|49920|0.0|0.0|-13
1773312877.905489|0.0|49920|0.0|0.0|-13
1773312878.0056086|0.0|49920|0.0|0.0|-13
1773312878.1057305|0.0|49920|0.0|0.0|-13
1773312878.2058685|0.0|49920|0.0|0.0|-13
1773312878.306006|0.0|49920|0.0|0.0|-13
1773312878.4061394|0.0|49920|0.0|0.0|-13
1773312878.5062354|0.0|49920|0.0|0.0|-13
1773312878.6063387|0.0|49920|0.0|0.0|-13
1773312878.7064345|0.0|49920|0.0|0.0|-13
1773312878.8065538|0.0|49920|0.0|0.0|-13
1773312878.9066515|0.0|49920|0.0|0.0|-13
1773312879.006765|0.0|49920|0.0|0.0|-13
1773312879.1068783|0.0|49920|0.0|0.0|-13
1773312879.2069857|0.0|49920|0.0|0.0|-13
1773312879.307085|0.0|49920|0.0|0.0|-13
1773312879.407139|0.0|49920|0.0|0.0|-13
1773312879.5072243|0.0|49920|0.0|0.0|-13
1773312879.6073122|0.0|49920|0.0|0.0|-13
1773312879.707407|0.0|49920|0.0|0.0|-12
1773312879.8075142|0.0|49920|0.0|0.0|-13
1773312879.9076319|0.0|49920|0.0|0.0|-13
1773312880.007756|0.0|49920|0.0|0.0|-13
1773312880.1078863|0.0|49920|0.0|0.0|-13
1773312880.2079954|0.0|49920|0.0|0.0|-13
1773312880.3080997|0.0|49920|0.0|0.0|-13
1773312880.4082148|0.0|49920|0.0|0.0|-13
1773312880.5083225|0.0|49920|0.0|0.0|-13
1773312880.6084588|0.0|49920|0.0|0.0|-13
1773312880.7086997|0.0|49920|0.0|0.0|-13
1773312880.8087976|0.0|49920|0.0|0.0|-13
1773312880.9089859|0.0|49920|0.0|0.0|-13
1773312881.0090957|0.0|49920|0.0|0.0|-13
1773312881.109208|0.0|49920|0.0|0.0|-13
1773312881.2093067|0.0|49920|1.0|0.0|-13
1773312881.3093963|0.0|49920|1.0|0.0|-13
1773312881.4095128|0.0|49920|0.0|0.0|-13
1773312881.5096083|0.0|49920|0.0|0.0|-13
1773312881.6097088|0.0|49920|0.0|0.0|-13
1773312881.7098134|0.0|49920|0.0|0.0|-13
1773312881.8099256|0.0|49920|1.0|0.0|-14
1773312881.9100654|0.0|49920|1.0|0.0|-13
1773312882.0101712|0.0|49920|1.0|0.0|-13
1773312882.110283|0.0|49920|0.0|0.0|-13
1773312882.2103853|0.0|49920|0.0|0.0|-15
1773312882.310515|0.0|49920|0.0|0.0|-14
1773312882.410654|0.0|49920|0.0|0.0|-14
1773312882.5107837|0.0|49920|0.0|0.0|-14
1773312882.6109216|0.0|49920|0.0|0.0|-14
1773312882.7110329|0.0|49920|0.6|0.0|-14
1773312882.8111577|0.0|49920|1.0|0.0|-14
1773312882.9112523|0.0|49920|0.0|0.0|-14
1773312883.011374|0.0|49920|0.0|0.0|-16
1773312883.1115103|0.0|49920|0.0|0.0|-18
1773312883.21163|0.0|49920|0.0|0.0|-18
1773312883.3117478|0.0|49920|0.0|0.0|-18
1773312883.4119005|0.0|49920|0.0|0.0|-18
1773312883.512018|0.0|49920|0.0|0.0|-18
1773312883.6121356|0.0|49920|0.0|0.0|-18
1773312883.712235|0.0|49920|0.0|0.0|-18
1773312883.8123279|0.0|49920|0.56|0.0|-18
1773312883.9124599|0.0|49920|0.0|0.0|-18
1773312884.0126202|0.0|49920|0.0|0.0|-18
1773312884.112727|0.0|49920|0.0|0.0|-18
1773312884.212846|0.0|49920|0.0|0.0|-18
1773312884.3129668|0.0|49920|0.0|0.0|-19
1773312884.4131489|0.0|49920|1.0|0.0|-21
1773312884.5132847|0.0|49920|0.0|0.0|-18
1773312884.6135032|0.0|49920|0.0|0.0|-5
1773312884.7136428|0.0|49920|0.0|0.0|3
1773312884.8138678|0.0|49920|0.0|0.0|10
1773312884.9140751|0.0|49920|0.0|0.0|11
1773312885.0142753|0.0|49920|0.0|0.0|11
1773312885.1143863|0.0|49920|0.0|0.0|11
1773312885.214623|0.0|49920|0.0|0.0|10
1773312885.314777|0.0|49920|0.0|0.0|10
1773312885.414906|0.0|49920|0.0|0.0|10
1773312885.5151513|0.0|49920|0.0|0.0|10
1773312885.6152608|0.0|49920|0.0|0.0|10
1773312885.715356|0.0|49920|0.0|0.0|10
1773312885.8154767|0.0|49920|0.0|0.0|10
1773312885.9156|0.0|49920|0.0|0.0|10
1773312886.0157232|0.0|49920|0.0|0.0|10
1773312886.115849|0.0|49920|0.0|0.0|10
1773312886.2160158|0.0|49920|0.0|0.0|9
1773312886.316137|0.0|49920|0.0|0.0|9
1773312886.4162369|0.0|49920|0.0|0.0|10
1773312886.5163262|0.0|49920|0.0|0.0|9
1773312886.616436|0.0|49920|0.0|0.0|9
1773312886.7165658|0.0|49920|0.0|0.0|10
1773312886.8166864|0.0|49920|0.0|0.0|10
1773312886.9167957|0.0|49920|0.0|0.0|10
1773312887.0169659|0.0|49920|0.0|0.0|10
1773312887.1171982|0.0|49920|0.0|0.0|9
1773312887.2173355|0.0|49920|0.0|0.0|9
1773312887.317472|0.0|49920|0.0|0.0|10
1773312887.4176342|0.0|49920|0.0|0.0|10
1773312887.517774|0.0|49920|0.0|0.0|9
1773312887.617957|0.0|49920|0.0|0.0|10
1773312887.7181613|0.0|49920|0.0|0.0|9
1773312887.8183339|0.0|49920|1.0|0.0|9
1773312887.9185047|0.0|49920|1.0|0.0|9
1773312888.0186741|0.0|49920|1.0|0.0|9
1773312888.1188285|0.0|49920|0.0|0.0|9
1773312888.2189806|0.0|49920|0.0|0.0|10
1773312888.3191662|0.0|49920|0.0|0.0|9
1773312888.4193246|0.0|49920|0.0|0.0|10
1773312888.5194957|0.0|49920|1.0|0.0|10
1773312888.6196513|0.0|49920|1.0|0.0|10
1773312888.7197857|0.0|49920|0.89|0.0|10
1773312888.8199356|0.0|49920|0.0|0.0|9
1773312888.920084|0.0|49920|0.0|0.0|10
1773312889.020232|0.0|49920|0.0|0.0|10
1773312889.1203468|0.0|49920|0.0|0.0|10
1773312889.220464|0.0|49920|0.41|0.0|9
1773312889.3206003|0.0|49920|0.96|0.0|32
1773312889.420774|0.0|49920|0.0|0.0|22
1773312889.5209506|0.0|49920|0.0|0.0|5
1773312889.6211448|0.0|49920|0.0|0.0|-2
1773312889.7213073|0.0|49920|0.0|0.0|-12
1773312889.82144|0.0|49920|0.0|0.0|-13
1773312889.9215567|0.0|49920|0.07|0.0|-13
1773312890.0217147|0.0|49920|0.0|0.0|-13
1773312890.1218765|0.0|49920|0.0|0.0|-13
1773312890.2220128|0.0|49920|0.02|0.0|-13
1773312890.3221943|0.0|49920|1.0|0.0|-13
1773312890.4223783|0.0|49920|1.0|0.0|-13
1773312890.522536|0.0|49920|0.0|0.0|-13
1773312890.6226742|0.0|49920|0.0|0.0|-13
1773312890.7227902|0.0|49920|0.0|0.0|-14
1773312890.8229284|0.0|49920|0.0|0.0|-13
1773312890.9230735|0.0|49920|0.0|0.0|-13
1773312891.0231802|0.0|49920|0.0|0.66|-13
1773312891.1232831|0.0|49920|0.0|1.0|-13
1773312891.2233987|0.0|49920|0.0|1.0|-13
1773312891.3235586|0.0|49920|0.0|1.0|-13
1773312891.423756|0.0|49920|0.0|1.0|-13
1773312891.5239549|0.0|49920|0.0|1.0|-13
1773312891.6240957|0.0|49920|0.0|1.0|-13
1773312891.7242532|0.0|49920|0.0|1.0|-13
1773312891.8243961|0.0|49920|0.0|1.0|-13
1773312891.9245462|0.0|49920|0.0|1.0|-13
1773312892.0246584|0.0|49920|0.0|1.0|-13
1773312892.1248343|0.0|49920|0.0|1.0|-13
1773312892.2250435|0.0|49920|0.0|1.0|-13
1773312892.3251884|0.0|49920|0.0|1.0|-13
1773312892.4253607|0.0|49920|0.0|1.0|-13
1773312892.5255299|0.0|49920|0.0|1.0|-13
1773312892.6257071|0.0|49920|0.0|1.0|-13
1773312892.7258615|0.0|49920|0.0|1.0|-13
1773312892.8259988|0.0|49920|0.0|1.0|-13
1773312892.9261603|0.0|49920|0.0|1.0|-13
1773312893.0263214|0.0|49920|0.0|1.0|-14
1773312893.1265168|0.0|49920|0.0|1.0|-13
1773312893.2266638|0.0|49920|0.0|1.0|-13
1773312893.3267984|0.0|49920|0.0|1.0|-13
1773312893.4269578|0.0|49920|0.0|1.0|-13
1773312893.5270884|0.0|49920|0.0|1.0|-13
1773312893.627217|0.0|49920|0.0|1.0|-13
1773312893.7273266|0.0|49920|0.0|1.0|-13
1773312893.8275197|0.0|49920|0.0|1.0|-13
1773312893.927664|0.0|49920|0.0|1.0|-13
1773312894.0277858|0.0|49920|0.0|1.0|-13
1773312894.1279066|0.0|49920|0.0|1.0|-13
1773312894.228027|0.0|49920|0.0|1.0|-13
1773312894.3281615|0.0|49920|0.0|0.0|-13
1773312894.4283009|0.0|49920|0.0|0.0|-13
1773312894.5284069|0.0|49920|0.0|0.0|-13
1773312894.628546|0.0|49920|0.0|0.0|-13
1773312894.7286763|0.0|49920|0.0|0.0|-13
1773312894.8288188|0.0|49920|0.0|0.0|-13
1773312894.928965|0.0|49920|0.0|0.0|-13
1773312895.0290835|0.0|49920|0.0|0.0|-13
1773312895.129164|0.0|49920|0.0|0.0|-13
1773312895.2292862|0.0|49920|0.0|0.0|-14
1773312895.3294532|0.0|49920|0.0|0.0|-13
1773312895.429614|0.0|49920|0.0|0.0|-13
1773312895.5297558|0.0|49920|0.0|0.0|-13
1773312895.6299043|0.0|49920|0.0|0.0|-13
1773312895.7300396|0.0|49920|0.0|0.0|-13
1773312895.8302054|0.0|49920|0.0|0.0|-13
1773312895.9303522|0.0|49920|0.0|0.0|-13
1773312896.03049|0.0|49920|0.0|0.0|-13
1773312896.1306274|0.0|49920|0.0|0.0|-13
1773312896.2307682|0.0|49920|0.0|0.0|-13
1773312896.330923|0.0|49920|0.0|0.0|-13
1773312896.4310672|0.0|49920|0.0|0.0|-13
1773312896.5311816|0.0|49920|0.0|0.0|-13
1773312896.6313186|0.0|49920|0.0|0.0|-13
1773312896.7314448|0.0|49920|0.0|0.0|-13
1773312896.8315752|0.0|49920|0.0|0.0|-13
1773312896.9317062|0.0|49920|0.0|0.0|-13
1773312897.0318327|0.0|49920|0.0|0.0|-13
1773312897.1319625|0.0|49920|0.0|0.0|-13
1773312897.2321157|0.0|49920|0.0|0.0|-13
1773312897.3322945|0.0|49920|0.0|0.0|-13
1773312897.432442|0.0|49920|0.16|0.0|-13
1773312897.5325763|0.0|49920|1.0|0.0|-13
1773312897.6327004|0.0|49920|1.0|0.0|-13
1773312897.7328289|0.0|49920|1.0|0.0|-13
1773312897.8329751|0.0|49920|1.0|0.0|-13
1773312897.9331348|0.0|49920|1.0|0.0|-14
1773312898.0332284|0.0|49920|1.0|0.0|-14
1773312898.1333537|0.0|49920|0.0|0.0|-13
1773312898.2334769|0.0|49920|0.0|0.0|-14
1773312898.3336225|0.0|49920|0.0|1.0|-16
1773312898.4337747|0.0|49920|0.0|1.0|-16
1773312898.5338979|0.0|49920|0.0|1.0|-17
1773312898.6340387|0.0|49920|0.0|1.0|-17
1773312898.7341666|0.0|49920|0.0|1.0|-17
1773312898.8343158|0.0|49920|0.0|1.0|-17
1773312898.9344716|0.0|49920|0.0|1.0|-17
1773312899.0345972|0.0|49920|0.0|1.0|-17
1773312899.13472|0.0|49920|0.0|1.0|-17
1773312899.2348459|0.0|49920|0.0|1.0|-17
1773312899.335011|0.0|49920|0.0|1.0|-17
1773312899.4351685|0.0|49920|0.0|1.0|-17
1773312899.5352912|0.0|49920|0.0|1.0|-17
1773312899.6354306|0.0|49920|0.0|1.0|-17
1773312899.7355983|0.0|49920|0.0|1.0|-17
1773312899.8357785|0.0|49920|0.0|1.0|-17
1773312899.9359457|0.0|49920|0.0|1.0|-17
1773312900.036055|0.0|49920|0.0|1.0|-17
1773312900.1361678|0.0|49920|0.0|1.0|-17
1773312900.2363002|0.0|49920|0.0|1.0|-16
1773312900.336468|0.0|49920|0.0|1.0|-16
1773312900.4366395|0.0|49920|0.0|1.0|-16
1773312900.5368018|0.0|49920|0.0|1.0|-16
1773312900.637025|0.0|49920|0.0|1.0|-16
1773312900.7371895|0.0|49920|0.0|1.0|-16
1773312900.837361|0.0|49920|0.0|1.0|-16
1773312900.9375203|0.0|49920|0.0|1.0|-16
1773312901.03764|0.0|49920|0.0|1.0|-16
1773312901.1377716|0.0|49920|0.0|1.0|-16
1773312901.2379687|0.0|49920|0.0|1.0|-16
1773312901.3381836|0.0|49920|0.0|1.0|-16
1773312901.4383497|0.0|49920|0.0|1.0|-17
1773312901.5384848|0.0|49920|0.0|1.0|-17
1773312901.638612|0.0|49920|0.0|1.0|-17
1773312901.738746|0.0|49920|0.0|1.0|-17
1773312901.83893|0.0|49920|0.0|1.0|-17
1773312901.939089|0.0|49920|0.0|1.0|-17
1773312902.0392227|0.0|49920|0.0|1.0|-17
1773312902.1393592|0.0|49920|0.0|1.0|-17
1773312902.2395155|0.0|49920|0.0|1.0|-18
1773312902.339704|0.0|49920|0.0|1.0|-17
1773312902.4398572|0.0|49920|0.0|1.0|-17
1773312902.5399966|0.0|49920|0.0|1.0|-17
1773312902.6401606|0.0|49920|0.0|1.0|-17
1773312902.740323|0.0|49920|0.0|1.0|-18
1773312902.8405201|0.0|49920|0.0|1.0|-17
1773312902.9406984|0.0|49920|0.0|0.96|-18
1773312903.040841|0.0|49920|0.0|0.0|-17
1773312903.14099|0.0|49920|0.0|0.0|-18
1773312903.24119|0.0|49920|0.0|0.0|-18
1773312903.3413846|0.0|49920|0.0|0.0|-17
1773312903.441545|0.0|49920|0.0|0.0|-17
1773312903.541686|0.0|49920|0.0|0.0|-18
1773312903.6418543|0.0|49920|0.0|0.0|-18
1773312903.7420537|0.0|49920|0.0|0.0|-17
1773312903.8421664|0.0|49920|0.0|0.0|-17
1773312903.94229|0.0|49920|0.0|0.0|-17
1773312904.0424159|0.0|49920|0.0|0.0|-18
1773312904.1425378|0.0|49920|0.0|0.0|-17
1773312904.2427099|0.0|49920|0.0|0.0|-17
1773312904.3429077|0.0|49920|0.0|0.0|-18
1773312904.4430463|0.0|49920|0.0|0.0|-17
1773312904.5431652|0.0|49920|0.86|0.0|-18
1773312904.6432936|0.0|49920|1.0|0.0|-17
1773312904.7434266|0.0|49920|0.0|0.0|-17
1773312904.843582|0.0|49920|0.0|0.0|-18
1773312904.9437308|0.0|49920|0.0|0.0|-27
1773312905.0438669|0.0|49920|0.0|0.0|-33
1773312905.1440141|0.0|49920|1.0|0.0|-15
1773312905.2441587|0.0|49920|1.0|0.0|-4
1773312905.3443177|0.0|49920|1.0|0.0|9
1773312905.444469|0.0|49920|1.0|0.0|16
1773312905.5445955|0.0|49920|0.0|0.0|17
1773312905.6447241|0.0|49920|0.0|0.0|17
1773312905.7448523|0.0|49920|0.0|0.0|16
1773312905.8450356|-0.904449999332428|49920|0.0|0.0|8
1773312905.945212|0.0|49920|0.0|0.0|-70
1773312906.045405|0.0|49920|0.0|0.0|-76
1773312906.1456053|0.0|49920|0.0|0.0|-69
1773312906.2457879|0.0|49920|1.0|0.0|-44
1773312906.345953|0.0|49920|1.0|0.0|-17
1773312906.4461017|0.0|49920|1.0|0.0|-2
1773312906.546258|0.0|49920|1.0|0.0|5
1773312906.6463947|0.0|49920|1.0|0.0|10
1773312906.746523|0.0|49920|0.0|0.0|10
1773312906.8466961|-0.7722399830818176|49920|0.0|0.0|6
1773312906.947008|0.0|49920|0.0|0.0|-63
1773312907.0471847|0.0|49920|0.0|0.0|-93
1773312907.1473787|0.0|49920|0.0|0.0|-93
1773312907.2476723|0.0|49920|0.0|1.0|-67
1773312907.3478105|0.0|49920|0.0|1.0|-39
1773312907.4479463|0.0|49920|0.0|1.0|-24
1773312907.548067|0.0|49920|0.0|1.0|-6
1773312907.648166|0.0|49920|0.0|1.0|1
1773312907.7482398|0.0|49920|0.0|1.0|7
1773312907.8483443|0.0|49920|0.0|1.0|9
1773312907.9484553|0.0|49920|0.0|1.0|9
1773312908.0485535|0.0|49920|0.0|1.0|9
1773312908.148666|0.0|49920|0.0|1.0|9
1773312908.2487898|0.0|49920|0.0|1.0|9
1773312908.348901|0.0|49920|0.0|1.0|9
1773312908.4490337|0.0|49920|0.0|1.0|9
1773312908.5492554|0.0|49920|0.0|1.0|9
1773312908.6493642|0.0|49920|0.0|1.0|9
1773312908.749489|0.0|49920|0.0|1.0|9
1773312908.849613|0.0|49920|0.0|1.0|9
1773312908.9498484|0.0|49920|0.0|1.0|9
1773312909.0499845|0.0|49920|0.0|1.0|9
1773312909.1501079|0.0|49920|0.0|1.0|9
1773312909.2502375|0.0|49920|0.0|1.0|9
1773312909.3503706|0.0|49920|0.0|1.0|9
1773312909.4505854|0.0|49920|0.0|1.0|9
1773312909.5506907|0.0|49920|0.0|1.0|9
1773312909.650819|0.0|49920|0.0|1.0|9
1773312909.7510295|0.0|49920|0.0|1.0|9
1773312909.85115|0.0|49920|0.0|0.61|9
1773312909.951252|0.0|49920|0.0|0.0|9
1773312910.0513499|0.0|49920|0.0|0.0|9
1773312910.1514661|0.0|49920|0.0|0.0|9
1773312910.2516978|0.0|49920|0.0|0.0|9
1773312910.3519042|0.0|49920|0.0|0.0|9
1773312910.452096|0.0|49920|0.0|0.0|9
1773312910.5523002|0.0|49920|0.0|0.0|9
1773312910.6524098|0.0|49920|0.0|0.0|9
1773312910.752537|0.0|49920|0.0|0.0|9
1773312910.8526554|0.0|49920|0.0|0.0|9
1773312910.952805|0.0|49920|0.0|0.0|8
1773312911.052959|0.0|49920|0.0|0.0|9
1773312911.1531022|0.0|49920|0.0|0.0|9
1773312911.2532508|0.0|49920|0.0|0.0|8
1773312911.3533854|0.0|49920|0.0|0.0|9
1773312911.4535162|0.0|49920|0.0|0.0|9
1773312911.553642|0.0|49920|0.0|0.0|9
1773312911.653752|0.0|49920|0.0|0.0|9
1773312911.7538693|0.0|49920|0.0|0.0|8
1773312911.854013|0.0|49920|0.0|0.0|9
1773312911.954148|0.0|49920|0.0|0.0|9
1773312912.0542583|0.0|49920|0.0|0.0|9
1773312912.154358|0.0|49920|0.0|0.0|9
1773312912.254489|0.0|49920|0.0|0.0|9
1773312912.3546393|0.0|49920|0.0|0.0|8
1773312912.4547632|0.0|49920|0.0|0.0|9
1773312912.5548851|0.0|49920|0.0|0.0|9
1773312912.655009|0.0|49920|0.0|0.0|9
1773312912.7551413|0.0|49920|0.0|0.0|9
1773312912.8552482|0.0|49920|0.0|0.0|9
1773312912.9553537|0.0|49920|0.0|0.0|9
1773312913.055483|0.0|49920|0.0|0.0|9
1773312913.1556242|0.0|49920|0.0|0.0|8
1773312913.255741|0.0|49920|0.0|0.0|8
1773312913.3558495|0.0|49920|0.0|0.0|8
1773312913.4559739|0.0|49920|0.0|0.0|9
1773312913.5561168|0.0|49920|0.0|0.0|9
1773312913.6562405|0.0|49920|0.0|0.0|9
1773312913.7563608|0.0|49920|0.0|0.0|9
1773312913.8564804|0.0|49920|0.0|0.0|9
1773312913.9565969|0.0|49920|0.0|0.0|9
1773312914.056714|0.0|49920|0.0|0.0|9
1773312914.1568322|0.0|49920|0.0|0.0|9
1773312914.256966|0.0|49920|0.0|0.0|8
1773312914.3570712|0.0|49920|0.0|0.0|9
1773312914.4571848|0.0|49920|0.0|0.0|9
1773312914.5572834|0.0|49920|0.0|0.0|9
1773312914.6573808|0.0|49920|0.0|0.0|9
1773312914.757493|0.0|49920|0.0|0.0|9
1773312914.8576055|0.0|49920|0.0|0.0|9
1773312914.9577336|0.0|49920|0.0|0.0|8
1773312915.0578387|0.0|49920|0.0|0.0|9
1773312915.1579518|0.0|49920|0.0|0.0|8
1773312915.2580616|0.0|49920|0.0|0.0|8
1773312915.3581772|0.0|49920|0.0|0.0|9
1773312915.4582946|0.0|49920|0.0|0.0|9
1773312915.5584242|0.0|49920|0.0|0.0|9
1773312915.6585493|0.0|49920|0.0|0.0|9
1773312915.7586694|0.0|49920|0.0|0.0|9
1773312915.8588042|0.0|49920|0.0|0.0|9
1773312915.9589238|0.0|49920|0.0|0.0|8
1773312916.0590396|0.0|49920|0.0|0.0|8
1773312916.1591601|0.0|49920|0.0|0.0|8
1773312916.2592494|0.0|49920|0.0|0.0|9
1773312916.359352|0.0|49920|0.0|0.0|9
1773312916.4594903|0.0|49920|0.0|0.0|8
1773312916.5596159|0.0|49920|0.0|0.0|8
1773312916.6597567|0.0|49920|0.0|0.0|9
1773312916.7598684|0.0|49920|0.0|0.0|9
1773312916.8599849|0.0|49920|0.0|0.0|8
1773312916.960105|0.0|49920|0.0|0.0|8
1773312917.0602252|0.0|49920|0.0|0.0|9
1773312917.1603372|0.0|49920|0.0|0.0|8
1773312917.260444|0.0|49920|0.0|0.0|9
1773312917.3605769|0.0|49920|0.0|0.0|9
1773312917.4607315|0.0|49920|0.0|0.0|8
1773312917.5608773|0.0|49920|0.0|0.0|8
1773312917.6610336|0.0|49920|0.01|0.0|9
1773312917.7611258|0.0|49920|0.0|0.0|9
1773312917.8612182|0.0|49920|0.0|0.0|8
1773312917.961332|0.0|49920|0.0|0.0|8
1773312918.06146|0.0|49920|0.0|0.0|8
1773312918.1615448|0.0|49920|0.0|0.0|8
1773312918.2616665|0.0|49920|0.0|0.0|9
1773312918.3617682|0.0|49920|0.0|0.0|9
1773312918.4618628|0.0|49920|0.0|0.0|8
1773312918.5619757|0.0|49920|0.0|0.0|9
1773312918.6620884|0.0|49920|0.0|0.0|8
1773312918.76215|0.0|49920|0.03|0.0|8
1773312918.8622513|0.0|49920|0.08|0.0|9
1773312918.9623344|0.0|49920|0.75|0.0|9
1773312919.0624058|0.0|49920|0.49|0.0|9
1773312919.1624794|0.0|49920|0.0|0.0|8
1773312919.2625587|0.0|49920|0.0|0.0|8
1773312919.36266|0.0|49920|0.0|0.0|8
1773312919.4627838|0.0|49920|0.0|0.0|8
1773312919.562897|0.0|49920|0.0|0.0|9
1773312919.6629944|0.0|49920|0.0|0.0|8
1773312919.763111|0.0|49920|0.0|0.0|9
1773312919.8632355|0.0|49920|0.0|0.0|8
1773312919.9633543|0.0|49920|0.0|0.0|8
1773312920.0634923|0.0|49920|0.0|0.0|8
1773312920.1636503|0.0|49920|0.0|0.0|8
1773312920.2638009|0.0|49920|0.0|0.0|8
1773312920.3639295|0.0|49920|0.0|0.0|8
